branch_code,city,gender,product_category,unit_price,quantity,total_price,gst,payment_method,rating,date,time,day
COI_37,Coimbatore,Male,Pet Supplies,114.26,4.0,457.04,82.27,Credit Card,1.4,2024-07-13,23:02:33,
HOW_36,Howrah,Male,Home Decor,586.13,1.0,586.13,105.5,Paytm,1.2,2025-07-04,14:58:23,Friday
AHM_06,Ahmedabad,Male,Frozen Foods,752.94,5.0,3764.7,677.65,Mobikwik,1.4,2024-02-01,,Thursday
,Rajkot,Female,Electronics,627.01,6.0,3762.06,677.17,Google Pay,2.0,2025-02-08,12:52:19,
RAJ_25,Rajkot,Female,Snacks,402.96,2.0,805.92,145.07,Debit Card,3.8,2024-05-19,14:43:13,Sunday
JAI_08,Jaipur,Female,Frozen Foods,771.14,4.0,3084.56,555.22,Credit Card,1.9,2025-06-26,17:15:39,Thursday
VAD_18,Vadodara,Female,,8529.0,70.0,3553.75,639.67,Debit Card,1.0,2024-08-29,15:25:09,Thursday
HUB_47,Hubli–Dharwad,Male,Beverages,500.38,5.0,2501.9,450.34,PhonePe,4.8,2024-12-20,03:55:31,Friday
CHA_45,Chandigarh,Female,Stationery,140.15,6.0,840.9,151.36,Credit Card,2.9,2024-09-20,20:24:42,Friday
MAD_42,Madurai,Female,Bakery,950.99,10.0,9509.9,1711.78,Mobikwik,4.1,2023-12-05,02:52:33,Tuesday
KOL_02,Kolkata,Female,Sports Equipment,374.18,6.0,2245.08,404.11,Cash,3.0,2025-05-03,,Saturday
SUR_09,Surat,Female,Snacks,630.74,9.0,5676.66,1021.8,Cash,1.7,2023-08-31,22:16:40,Thursday
BAN_04,Bangalore,Male,Snacks,208.31,6.0,1249.86,224.97,Credit Card,3.7,2024-10-17,22:00:16,Thursday
,Aurangabad,Male,Home Decor,997.21,8.0,7977.68,1435.98,Amazon Pay,2.9,2025-03-06,16:47:10,Thursday
HYD_05,Hyderabad,Male,Bakery,429.65,4.0,1718.6,309.35,PhonePe,,2024-10-04,19:01:30,Friday
THA_14,Thane,Female,Frozen Foods,949.05,7.0,6643.35,1195.8,Google Pay,2.8,2024-04-19,05:28:02,Friday
SRI_29,Srinagar,Male,Household Items,679.9,10.0,6799.0,1223.82,Debit Card,2.6,2024-12-28,13:27:18,Saturday
,Thane,Female,Stationery,356.85,5.0,1784.25,321.16,Debit Card,1.2,2024-05-06,08:01:21,Monday
,Hyderabad,Male,Home Decor,6566.64,84.0,3283.32,591.0,PhonePe,2.8,2025-01-24,07:22:08,Friday
MAD_42,Madurai,Male,Baby Products,709.91,6.0,4259.46,766.7,Credit Card,3.5,2025-04-25,12:19:25,Friday
VAS_27,Vasai,Male,Frozen Foods,273.87,2.0,547.74,98.59,Credit Card,1.8,,07:28:27,Tuesday
CHA_45,Chandigarh,Female,Home Decor,146.41,1.0,,26.35,Paytm,1.7,2025-04-09,19:50:25,Wednesday
,Visakhapatnam,Female,Pet Supplies,823.23,10.0,8232.3,1481.81,Cash,4.7,2024-05-07,08:38:06,Tuesday
JOD_41,Jodhpur,Male,Sports Equipment,,3.0,875.7,157.63,Amazon Pay,1.8,2024-01-13,15:53:02,Saturday
PAT_17,Patna,Female,Dairy Products,951.43,10.0,9514.3,1712.57,Amazon Pay,2.6,2024-05-29,13:54:41,Wednesday
AUR_30,Aurangabad,Male,,633.81,9.0,5704.29,1026.77,Google Pay,2.7,2023-09-30,04:19:25,Saturday
NOI_40,Noida,Male,Snacks,,5.0,413.3,74.39,PhonePe,2.4,2024-08-30,08:19:39,Friday
KOL_02,Kolkata,Female,Personal Care,,1.0,599.53,107.92,PhonePe,2.7,2024-11-24,04:52:34,Sunday
KOL_02,Kolkata,Male,Beverages,318.46,5.0,1592.3,286.61,Cash,3.2,2023-08-06,09:06:31,Sunday
KOL_02,Kolkata,Female,Home Decor,104.49,9.0,940.41,169.27,Amazon Pay,4.1,2025-06-23,08:42:44,Monday
GHA_19,Ghaziabad,Female,Health & Wellness,837.22,2.0,1674.44,301.4,Debit Card,4.5,2024-05-07,13:53:54,Tuesday
,Vasai,Male,Clothing,724.69,4.0,2898.76,521.78,PhonePe,1.0,,14:26:56,Friday
SUR_09,Surat,Male,Frozen Foods,362.75,5.0,1813.75,326.47,Debit Card,3.4,2023-10-29,06:50:41,Sunday
MUM_01,Mumbai,Male,Pet Supplies,103.86,8.0,830.88,149.56,Debit Card,4.8,2024-07-14,22:20:05,Sunday
VIS_16,Visakhapatnam,Female,Beverages,594.96,8.0,4759.68,856.74,PhonePe,4.8,2023-11-11,10:33:07,Saturday
,,Female,Personal Care,222.23,7.0,1555.61,280.01,Amazon Pay,3.5,2023-10-25,04:51:04,Wednesday
MAD_42,Madurai,Female,Health & Wellness,276.04,7.0,1932.28,347.81,PhonePe,4.5,2023-11-08,05:05:18,Wednesday
KOL_02,Kolkata,Female,Dairy Products,839.84,7.0,5878.88,1058.2,Amazon Pay,2.4,2024-08-27,03:36:03,Tuesday
,Bangalore,Male,Sports Equipment,211.78,5.0,1058.9,190.6,Paytm,2.7,2025-02-09,15:47:32,Sunday
SRI_29,Srinagar,Male,Household Items,786.64,8.0,6293.12,1132.76,Amazon Pay,2.3,2025-05-20,07:38:06,Tuesday
JOD_41,Jodhpur,Male,Electronics,623.96,2.0,1247.92,224.63,Cash,2.7,2025-03-14,09:47:04,Friday
GUW_44,Guwahati,Female,Frozen Foods,595.01,7.0,4165.07,749.71,Cash,4.2,2024-03-09,03:56:28,Saturday
VAD_18,Vadodara,Male,Health & Wellness,,8.0,2705.44,486.98,Google Pay,2.7,2025-01-12,,Sunday
VAR_28,Varanasi,Female,Sports Equipment,912.28,3.0,2736.84,492.63,Cash,2.4,2023-11-11,09:41:18,Saturday
AGR_21,Agra,Male,Baby Products,241.87,2.0,,87.07,Debit Card,3.1,2024-12-23,05:48:53,Monday
THA_14,Thane,Female,Bakery,1770.96,140.0,1475.8,265.64,PhonePe,4.9,2024-03-14,19:30:09,
DEL_00,Delhi,Female,Frozen Foods,436.15,3.0,1308.45,235.52,Credit Card,4.5,2025-01-25,13:27:34,Saturday
HUB_47,Hubli–Dharwad,Male,Fruits & Vegetables,315.82,1.0,315.82,56.85,Debit Card,4.9,2024-07-01,17:49:24,Monday
COI_37,Coimbatore,Female,Clothing,223.12,5.0,1115.6,200.81,Google Pay,3.6,2023-09-19,10:31:50,Tuesday
AUR_30,Aurangabad,Male,Stationery,481.66,8.0,3853.28,693.59,Cash,1.9,,,Thursday
AUR_30,Aurangabad,,Dairy Products,257.19,10.0,2571.9,462.94,,1.9,2023-10-08,08:03:23,Sunday
AHM_06,Ahmedabad,Female,Electronics,64.27,7.0,449.89,80.98,Amazon Pay,1.9,2025-02-06,03:38:22,Thursday
KAN_11,Kanpur,Male,Electronics,729.3,1.0,729.3,131.27,Debit Card,2.2,2024-07-04,13:53:26,Thursday
GUW_44,Guwahati,,Bakery,680.82,3.0,2042.46,367.64,Paytm,1.3,2024-08-11,14:09:34,Sunday
IND_13,Indore,Male,Sports Equipment,919.67,9.0,8277.03,1489.87,Amazon Pay,2.7,2025-05-01,16:44:12,Thursday
CHA_45,Chandigarh,Female,Fruits & Vegetables,732.99,6.0,4397.94,791.63,Paytm,4.2,2024-02-04,21:07:53,Sunday
,Bhopal,Female,Bakery,367.53,4.0,1470.12,264.62,PhonePe,4.3,2025-07-14,15:38:25,Monday
SUR_09,Surat,Male,Health & Wellness,825.66,4.0,3302.64,594.48,Paytm,2.7,2024-11-14,06:11:48,Thursday
JOD_41,Jodhpur,Male,Electronics,,6.0,4762.98,,Debit Card,3.1,2024-10-14,05:23:38,Monday
RAI_43,,Male,Pet Supplies,518.65,2.0,1037.3,186.71,Amazon Pay,1.0,2024-03-01,03:06:46,Friday
RAN_35,Ranchi,Male,Pet Supplies,884.52,,6191.64,1114.5,,2.0,2023-11-15,19:58:36,Wednesday
DHA_31,Dhanbad,Male,Beverages,746.51,8.0,5972.08,1074.97,Paytm,3.7,2023-10-26,23:35:55,Thursday
LUD_20,Ludhiana,Female,Beverages,302.93,10.0,3029.3,545.27,Paytm,3.4,2024-01-23,16:30:49,Tuesday
SOL_46,Solapur,Male,Snacks,698.61,3.0,2095.83,377.25,Debit Card,3.3,2025-05-23,06:47:04,Friday
HOW_36,Howrah,Male,Electronics,764.07,6.0,4584.42,825.2,,2.2,2024-06-23,13:30:43,Sunday
RAJ_25,Rajkot,Male,Home Decor,875.36,1.0,875.36,157.56,Mobikwik,2.1,2024-04-28,14:31:25,Sunday
KOL_02,Kolkata,Female,Clothing,574.7,5.0,2873.5,517.23,,1.7,2024-11-07,11:47:36,Thursday
NAV_33,,Female,Frozen Foods,729.21,7.0,5104.47,918.8,Mobikwik,,2023-11-04,00:10:52,Saturday
JAB_38,Jabalpur,Male,Pet Supplies,280.95,3.0,842.85,151.71,Debit Card,3.4,2025-01-19,12:09:46,Sunday
MUM_01,Mumbai,Female,Dairy Products,997.48,9.0,8977.32,1615.92,Google Pay,4.4,,05:52:53,Tuesday
NAS_22,Nashik,Male,Frozen Foods,862.75,4.0,3451.0,621.18,Debit Card,1.4,2025-07-19,08:56:50,Saturday
RAI_43,Raipur,Female,Pet Supplies,581.15,10.0,5811.5,1046.07,Google Pay,1.7,2024-04-26,13:50:46,Friday
GUW_44,Guwahati,Male,Dairy Products,561.13,,3366.78,606.02,Debit Card,3.3,2023-09-22,03:39:09,Friday
,Visakhapatnam,Male,Bakery,504.36,6.0,3026.16,544.71,PhonePe,2.6,2024-02-25,10:42:09,Sunday
JAB_38,Jabalpur,Male,Dairy Products,401.67,9.0,3615.03,650.71,,4.9,2024-02-09,21:26:54,Friday
SOL_46,Solapur,Male,Bakery,165.09,5.0,825.45,148.58,Credit Card,2.4,2024-09-05,21:05:16,Thursday
BAN_04,Bangalore,Male,Household Items,509.77,2.0,1019.54,183.52,Google Pay,2.6,2024-04-26,14:55:20,Friday
NOI_40,Noida,Male,Baby Products,2831.88,84.0,1415.94,254.87,Paytm,1.6,2024-02-22,22:13:11,Thursday
PAT_17,Patna,Female,Stationery,204.12,8.0,1632.96,293.93,Credit Card,1.2,2025-01-05,00:55:43,Sunday
KAN_11,Kanpur,Male,Fruits & Vegetables,830.07,3.0,2490.21,448.24,Cash,3.2,2024-11-06,10:06:57,Wednesday
NAV_33,Navi Mumbai,,Dairy Products,918.57,4.0,3674.28,661.37,Credit Card,1.4,2024-06-14,,Friday
VAR_28,Varanasi,Male,Bakery,604.38,2.0,,217.58,Credit Card,3.3,2023-11-21,03:14:14,Tuesday
AUR_30,Aurangabad,Female,Dairy Products,72.89,9.0,656.01,118.08,Credit Card,3.7,2025-05-01,12:10:03,Thursday
NOI_40,Noida,Male,,292.97,9.0,2636.73,474.61,PhonePe,,2024-12-16,09:27:45,Monday
GWA_39,Gwalior,Female,Household Items,383.4,3.0,,207.04,Debit Card,3.0,2023-10-15,,Sunday
,Visakhapatnam,Male,Electronics,663.65,,5972.85,1075.11,Cash,4.4,2025-07-11,03:16:52,Friday
SOL_46,Solapur,Female,Stationery,773.17,5.0,3865.85,695.85,PhonePe,,2024-06-30,05:34:56,Sunday
CHE_03,,Female,Clothing,627.82,4.0,2511.28,452.03,Paytm,3.6,2025-04-01,,Tuesday
DEL_00,Delhi,Female,Electronics,122.99,7.0,860.93,154.97,Amazon Pay,2.2,2023-09-14,07:31:46,Thursday
RAN_35,Ranchi,Male,Beverages,261.07,8.0,2088.56,375.94,Amazon Pay,1.7,2025-05-13,09:52:31,Tuesday
JAB_38,Jabalpur,Female,Dairy Products,320.75,4.0,1283.0,230.94,Amazon Pay,3.5,2025-06-15,19:34:50,Sunday
SOL_46,Solapur,Male,Baby Products,188.51,4.0,754.04,135.73,Amazon Pay,3.6,2024-01-02,23:22:47,Tuesday
AUR_30,Aurangabad,Female,Health & Wellness,703.04,8.0,5624.32,1012.38,Mobikwik,3.2,2025-05-28,17:00:05,Wednesday
JOD_41,Jodhpur,Male,Health & Wellness,176.96,2.0,353.92,63.71,Mobikwik,3.8,2024-09-25,06:21:06,Wednesday
PUN_07,Pune,Female,,,5.0,960.8,172.94,Google Pay,2.1,2024-01-12,20:55:05,Friday
,Coimbatore,Male,,296.05,7.0,2072.35,373.02,Credit Card,,2025-06-24,16:01:21,
SRI_29,Srinagar,Female,Pet Supplies,309.58,8.0,2476.64,445.8,Credit Card,3.1,2023-08-27,15:31:56,Sunday
VAS_27,Vasai,Female,Snacks,888.75,6.0,5332.5,959.85,PhonePe,1.1,2024-09-01,12:29:18,Sunday
,Solapur,Female,Household Items,991.24,9.0,8921.16,1605.81,Paytm,2.3,2024-01-14,02:30:07,Sunday
NOI_40,Noida,Male,Stationery,112.92,3.0,338.76,60.98,Cash,2.6,2024-01-26,04:33:01,Friday
MUM_01,Mumbai,Female,Snacks,753.4,6.0,4520.4,813.67,Cash,5.0,2024-05-25,17:34:37,Saturday
VAS_27,Vasai,Female,Beverages,113.19,,452.76,81.5,Mobikwik,4.9,2025-05-23,18:08:23,Friday
VAD_18,Vadodara,Female,Fruits & Vegetables,832.81,2.0,1665.62,299.81,PhonePe,,2024-05-02,22:27:46,Thursday
VAS_27,Vasai,Male,Stationery,209.08,5.0,1045.4,188.17,,3.1,,10:54:34,Tuesday
BHO_15,Bhopal,Female,Pet Supplies,52.6,1.0,52.6,9.47,PhonePe,3.8,2025-01-23,00:56:18,Thursday
NAV_33,Navi Mumbai,Male,Household Items,661.2,8.0,5289.6,952.13,Paytm,3.1,2024-04-26,22:52:54,Friday
AHM_06,Ahmedabad,Female,Home Decor,542.36,9.0,4881.24,878.62,Cash,1.2,,09:07:49,Sunday
FAR_23,Faridabad,Female,Household Items,607.34,5.0,3036.7,546.61,Google Pay,4.2,2024-12-19,23:41:51,
JAI_08,Jaipur,Male,Health & Wellness,44.77,8.0,358.16,64.47,Cash,1.2,2024-09-21,04:53:33,Saturday
NAG_12,Nagpur,Female,Bakery,950.46,6.0,5702.76,1026.5,Debit Card,2.0,2024-01-21,21:46:18,Sunday
VAR_28,Varanasi,Male,Health & Wellness,925.24,,8327.16,1498.89,Credit Card,3.4,2024-07-22,02:13:44,Monday
CHE_03,Chennai,Female,Bakery,732.19,1.0,732.19,131.79,Mobikwik,3.1,2025-04-23,16:11:19,Wednesday
,Jaipur,Male,Stationery,536.78,8.0,4294.24,772.96,Cash,3.3,,,Monday
AGR_21,Agra,Male,Fruits & Vegetables,249.29,8.0,1994.32,358.98,Paytm,2.9,2025-07-09,16:27:14,Wednesday
MEE_24,Meerut,Female,Baby Products,7061.64,14.0,588.47,105.92,Credit Card,2.3,2023-07-21,10:12:58,Friday
JOD_41,Jodhpur,Male,Pet Supplies,60.58,9.0,545.22,98.14,Cash,4.3,2024-02-09,10:21:14,Friday
BAN_04,Bangalore,Male,Personal Care,156.85,4.0,627.4,112.93,Mobikwik,,2024-04-14,22:58:42,
NAV_33,Navi Mumbai,Female,Beverages,180.38,10.0,,324.68,Paytm,3.5,,10:47:27,Tuesday
BHO_15,Bhopal,Male,Stationery,699.57,2.0,1399.14,251.85,Debit Card,4.5,2024-03-10,,Sunday
HYD_05,Hyderabad,Female,Stationery,824.52,9.0,7420.68,1335.72,Google Pay,1.4,2025-03-23,,Sunday
FAR_23,Faridabad,Male,Household Items,622.77,9.0,5604.93,1008.89,PhonePe,3.4,2023-12-10,08:14:42,Sunday
RAN_35,Ranchi,Male,Health & Wellness,535.15,1.0,535.15,96.33,Mobikwik,1.6,2025-03-11,12:33:36,Tuesday
MEE_24,Meerut,Male,Pet Supplies,502.1,5.0,2510.5,451.89,Amazon Pay,3.0,2024-08-31,05:17:59,Saturday
SOL_46,Solapur,Male,Clothing,246.81,8.0,1974.48,355.41,Credit Card,3.3,2024-04-02,02:14:17,Tuesday
NOI_40,Noida,Female,Bakery,310.03,5.0,1550.15,279.03,Google Pay,1.4,2025-01-28,,Tuesday
FAR_23,Faridabad,Female,Household Items,179.31,5.0,896.55,161.38,,2.2,2025-04-21,19:08:15,Monday
VAR_28,Varanasi,Male,Snacks,334.59,7.0,2342.13,421.58,Amazon Pay,4.2,2024-07-03,12:24:25,
RAN_35,Ranchi,Male,Pet Supplies,208.78,1.0,,37.58,Credit Card,3.2,2024-05-02,19:00:23,Thursday
DEL_00,Delhi,Male,Pet Supplies,869.08,2.0,1738.16,312.87,PhonePe,2.5,2024-02-19,18:37:39,Monday
RAJ_25,Rajkot,Female,Personal Care,845.74,5.0,4228.7,761.17,,2.7,2023-10-26,01:49:30,Thursday
IND_13,Indore,Female,Dairy Products,,1.0,817.13,147.08,Credit Card,4.8,2023-08-16,12:03:42,Wednesday
GUW_44,Guwahati,Male,,,5.0,,520.98,Google Pay,3.3,,06:16:48,Wednesday
COI_37,Coimbatore,,Household Items,886.91,5.0,4434.55,798.22,Credit Card,,2023-08-19,20:10:06,Saturday
HOW_36,,Female,Personal Care,11377.2,126.0,8532.9,1535.92,Paytm,4.5,2023-10-13,18:06:50,Friday
RAN_35,Ranchi,Female,Household Items,11045.28,56.0,3681.76,662.72,Mobikwik,3.7,2023-11-15,12:32:22,Wednesday
LUD_20,Ludhiana,Female,Frozen Foods,836.11,,1672.22,301.0,Credit Card,3.1,2024-01-30,08:17:32,Tuesday
KAL_26,Kalyan,Female,Clothing,625.59,5.0,3127.95,563.03,Credit Card,3.7,2023-09-27,13:37:28,Wednesday
AUR_30,Aurangabad,Male,Frozen Foods,485.97,6.0,2915.82,524.85,Paytm,1.2,2024-01-21,22:48:07,Sunday
MUM_01,Mumbai,Female,Stationery,124.7,6.0,748.2,134.68,Paytm,4.8,2025-02-09,07:05:57,Sunday
SUR_09,Surat,Male,Household Items,436.47,9.0,3928.23,707.08,Google Pay,4.2,2024-06-30,16:20:07,Sunday
JAB_38,Jabalpur,Female,Frozen Foods,469.52,10.0,4695.2,845.14,Google Pay,2.8,2023-07-27,13:11:27,Thursday
NOI_40,Noida,Male,Electronics,319.29,8.0,2554.32,459.78,Credit Card,3.0,2023-11-18,09:40:29,Saturday
NAS_22,Nashik,Female,Snacks,665.3,3.0,1995.9,359.26,Cash,5.0,2023-10-03,05:14:31,Tuesday
FAR_23,Faridabad,Male,Personal Care,475.23,1.0,475.23,85.54,Credit Card,,2024-03-14,05:58:15,Thursday
AUR_30,Aurangabad,Female,Baby Products,607.2,8.0,4857.6,874.37,Paytm,1.7,2024-02-01,10:27:22,Thursday
JAI_08,Jaipur,Male,Sports Equipment,944.48,7.0,6611.36,1190.04,Google Pay,2.5,2023-09-29,09:44:57,Friday
GUW_44,Guwahati,Female,Dairy Products,234.57,9.0,2111.13,380.0,Cash,1.5,2024-09-30,21:06:10,Monday
MEE_24,Meerut,Female,Beverages,552.63,10.0,5526.3,994.73,Paytm,4.0,2024-05-17,21:15:20,Friday
DEL_00,Delhi,Male,Dairy Products,188.77,10.0,1887.7,339.79,Google Pay,4.9,2025-03-31,18:17:16,Monday
AGR_21,Agra,Female,Pet Supplies,899.61,9.0,8096.49,1457.37,PhonePe,4.1,2024-08-16,,Friday
VAD_18,,Female,Frozen Foods,,9.0,,660.47,Google Pay,3.0,2024-05-04,01:31:31,Saturday
COI_37,Coimbatore,Male,Frozen Foods,6841.08,,5700.9,1026.16,Debit Card,4.5,2025-04-25,10:16:07,Friday
LUC_10,Lucknow,Female,Sports Equipment,480.76,9.0,4326.84,,Amazon Pay,1.1,2025-04-16,23:36:06,Wednesday
AMR_32,Amritsar,Male,Home Decor,51.51,6.0,309.06,55.63,Google Pay,3.4,,14:53:07,Tuesday
SOL_46,Solapur,Male,Bakery,378.91,8.0,3031.28,545.63,Debit Card,2.4,2023-09-09,19:11:29,Saturday
BAN_04,Bangalore,Male,Bakery,,8.0,7662.8,1379.3,Mobikwik,2.2,2024-02-01,14:17:29,Thursday
FAR_23,Faridabad,Female,Bakery,102.11,1.0,102.11,18.38,Google Pay,1.9,2024-05-05,23:04:05,Sunday
FAR_23,Faridabad,Female,Sports Equipment,701.2,4.0,2804.8,504.86,Google Pay,3.5,2024-09-08,16:01:20,Sunday
JAB_38,Jabalpur,,Pet Supplies,402.62,5.0,2013.1,362.36,PhonePe,4.9,2023-10-31,17:36:17,
PUN_07,Pune,Male,Dairy Products,701.05,8.0,5608.4,,Cash,3.0,2024-10-19,13:00:27,Saturday
GWA_39,Gwalior,Male,Dairy Products,,4.0,2838.28,510.89,Credit Card,4.1,2023-09-19,08:51:59,Tuesday
CHE_03,Chennai,Female,Health & Wellness,306.21,3.0,918.63,165.35,Google Pay,3.4,2024-07-17,,Wednesday
HUB_47,Hubli–Dharwad,Female,Clothing,180.5,4.0,722.0,129.96,Amazon Pay,3.5,2023-09-30,18:28:54,
BHO_15,Bhopal,Female,Clothing,173.6,9.0,1562.4,281.23,PhonePe,4.0,2024-08-07,15:19:08,Wednesday
NAG_12,Nagpur,Male,Personal Care,987.68,3.0,2963.04,533.35,Mobikwik,1.2,2025-04-24,08:25:47,Thursday
VAD_18,Vadodara,Male,Bakery,951.82,4.0,3807.28,685.31,Cash,2.7,2024-10-30,,Wednesday
RAN_35,Ranchi,Female,Fruits & Vegetables,113.74,3.0,341.22,61.42,Credit Card,4.3,2023-11-04,00:34:57,Saturday
IND_13,Indore,,Pet Supplies,656.49,1.0,656.49,118.17,Amazon Pay,1.4,2024-04-24,12:01:58,Wednesday
HYD_05,Hyderabad,Male,Clothing,860.64,7.0,6024.48,1084.41,Amazon Pay,4.9,2024-12-24,10:53:44,Tuesday
RAN_35,Ranchi,Female,Snacks,5203.08,28.0,867.18,156.09,Google Pay,4.9,2024-04-21,11:02:04,Sunday
THA_14,Thane,Female,Stationery,968.25,6.0,5809.5,1045.71,Debit Card,4.5,2024-08-05,02:19:19,Monday
BHO_15,Bhopal,Female,Bakery,616.27,7.0,4313.89,776.5,Google Pay,3.3,2024-08-13,16:35:39,Tuesday
SOL_46,Solapur,Female,Household Items,201.8,1.0,201.8,36.32,,1.6,2023-08-20,12:28:09,Sunday
,Srinagar,Female,Frozen Foods,637.69,10.0,6376.9,1147.84,PhonePe,4.8,2023-08-11,08:28:42,Friday
PUN_07,Pune,Male,Clothing,207.75,5.0,1038.75,186.97,Mobikwik,1.1,2024-10-29,10:48:45,Tuesday
COI_37,Coimbatore,Female,Fruits & Vegetables,973.06,10.0,9730.6,1751.51,Amazon Pay,4.0,,11:23:08,Thursday
AMR_32,Amritsar,Male,Personal Care,697.83,7.0,4884.81,879.27,Paytm,2.8,2024-01-24,08:05:02,Wednesday
RAJ_25,Rajkot,Male,Dairy Products,992.79,8.0,7942.32,1429.62,PhonePe,2.9,,10:42:19,Tuesday
RAJ_25,Rajkot,Male,Personal Care,529.55,3.0,1588.65,285.96,Amazon Pay,3.2,,23:25:57,Saturday
,Ludhiana,Male,Snacks,120.71,3.0,362.13,65.18,Mobikwik,3.5,2024-06-28,05:56:09,Friday
,Vadodara,,Household Items,792.39,2.0,1584.78,285.26,PhonePe,4.2,2023-09-05,03:40:32,Tuesday
FAR_23,Faridabad,Female,Bakery,820.01,7.0,5740.07,,Credit Card,3.0,2023-12-24,01:40:49,Sunday
HYD_05,,Male,Frozen Foods,259.48,10.0,2594.8,467.06,Google Pay,,2024-08-12,06:15:42,Monday
SRI_29,Srinagar,Male,Stationery,449.61,3.0,1348.83,242.79,Credit Card,1.7,2025-04-25,08:30:51,Friday
KAN_11,Kanpur,Female,Beverages,945.28,8.0,7562.24,1361.2,Debit Card,2.3,2025-06-20,22:27:57,Friday
HUB_47,Hubli–Dharwad,Female,Dairy Products,333.96,3.0,1001.88,180.34,Amazon Pay,,2024-12-29,20:18:06,Sunday
JAB_38,Jabalpur,Female,Dairy Products,73.15,10.0,731.5,131.67,Amazon Pay,2.3,2024-06-06,12:03:22,Thursday
BHO_15,Bhopal,Male,Health & Wellness,835.72,3.0,2507.16,451.29,Credit Card,1.5,2023-09-25,00:02:04,Monday
RAI_43,Raipur,Male,Clothing,833.29,7.0,5833.03,1049.95,Google Pay,2.2,2023-12-10,00:03:27,Sunday
LUD_20,Ludhiana,Male,Personal Care,,10.0,6032.2,1085.8,Mobikwik,,2024-06-04,23:46:13,Tuesday
AGR_21,Agra,Female,Baby Products,564.2,1.0,564.2,101.56,Google Pay,4.2,2024-11-07,18:36:58,
MUM_01,Mumbai,Female,Frozen Foods,223.98,6.0,1343.88,,Paytm,2.5,2024-01-31,09:58:33,Wednesday
GHA_19,Ghaziabad,Female,Beverages,510.11,5.0,2550.55,459.1,Credit Card,1.9,2024-06-30,15:30:07,Sunday
VAD_18,Vadodara,,Baby Products,25.16,7.0,176.12,31.7,Debit Card,3.1,2023-12-19,04:52:23,Tuesday
VAR_28,Varanasi,Male,Bakery,819.14,4.0,3276.56,589.78,Credit Card,2.7,2024-11-20,00:52:35,Wednesday
DHA_31,Dhanbad,Female,Home Decor,,1.0,877.16,157.89,Credit Card,4.9,2025-02-19,10:45:18,Wednesday
CHE_03,Chennai,Female,Stationery,685.46,8.0,5483.68,987.06,Paytm,4.0,2024-07-11,15:26:56,
PUN_07,Pune,Male,Dairy Products,224.99,1.0,224.99,40.5,Google Pay,2.2,2024-09-10,14:59:41,Tuesday
AMR_32,Amritsar,Male,,901.97,1.0,901.97,162.35,Google Pay,4.9,2024-03-30,20:38:20,Saturday
SRI_29,Srinagar,Male,Fruits & Vegetables,478.34,,3826.72,688.81,PhonePe,4.6,2025-06-21,00:22:03,Saturday
AGR_21,Agra,Male,Baby Products,436.43,1.0,436.43,78.56,PhonePe,4.0,2025-01-04,13:53:12,
HUB_47,Hubli–Dharwad,Female,Personal Care,671.51,10.0,6715.1,1208.72,Google Pay,4.4,2024-08-18,03:39:05,Sunday
AGR_21,Agra,Female,Household Items,753.34,1.0,753.34,,Credit Card,3.9,2024-11-25,11:51:02,Monday
GHA_19,Ghaziabad,Male,Home Decor,283.35,9.0,2550.15,459.03,Credit Card,2.9,2023-12-25,01:20:54,Monday
SOL_46,Solapur,Male,Electronics,111.51,10.0,1115.1,200.72,Debit Card,1.6,,02:29:32,Sunday
VAD_18,Vadodara,Female,Clothing,926.17,4.0,3704.68,,Amazon Pay,2.8,2024-11-24,06:27:54,Sunday
NAG_12,Nagpur,Male,Snacks,193.87,10.0,1938.7,348.97,Cash,4.5,2023-08-07,08:40:51,Monday
VIS_16,Visakhapatnam,Male,Home Decor,966.01,7.0,6762.07,1217.17,PhonePe,3.7,2024-07-17,18:38:23,Wednesday
RAJ_25,Rajkot,Female,Clothing,735.5,8.0,5884.0,1059.12,Credit Card,1.1,2024-07-29,,Monday
CHA_45,Chandigarh,Female,Household Items,833.65,6.0,5001.9,900.34,Credit Card,4.7,2023-08-22,02:51:19,Tuesday
CHA_45,Chandigarh,Male,Electronics,490.58,4.0,1962.32,353.22,Google Pay,2.4,2024-03-25,04:49:31,Monday
DHA_31,Dhanbad,Male,Fruits & Vegetables,,3.0,1667.37,300.13,Credit Card,2.5,2024-08-12,18:08:38,
ALL_34,Allahabad,Female,Bakery,4177.56,28.0,696.26,125.33,Paytm,,2024-02-16,19:18:55,
KAL_26,Kalyan,Female,Beverages,773.02,3.0,2319.06,417.43,Debit Card,3.3,2024-08-20,15:14:48,Tuesday
SRI_29,Srinagar,Female,Personal Care,484.33,6.0,2905.98,,Debit Card,2.5,2024-09-12,06:41:44,Thursday
PAT_17,Patna,Female,Fruits & Vegetables,416.91,9.0,3752.19,675.39,Cash,1.6,2024-03-14,,Thursday
PAT_17,Patna,Female,Snacks,212.43,,1274.58,229.42,Credit Card,4.7,2024-07-11,17:38:05,Thursday
DHA_31,Dhanbad,,Stationery,209.49,8.0,1675.92,301.67,Amazon Pay,2.0,2024-12-25,09:41:43,Wednesday
AMR_32,,Male,Bakery,576.83,3.0,1730.49,311.49,Credit Card,3.0,2024-04-09,01:10:27,Tuesday
